;Matricula;Mes_Recebimento;Padrao_Antigo;R1002_Antiga;R1007_Antiga;R1028_Antiga;R1170_Antiga;R1067_Antiga;R1013_Antiga;R1014_Antiga;R1002_Nova;R1007_Nova;R1028_Nova;R1170_Nova;R1067_Nova
;11020;092023;B69-E;36103.43;1083.1;13358.26;2888.27;5262.59;0;0;36103.43;1083.1;13719.3;2888.27;5262.59
;11025;092023;B69-E;36103.43;1083.1;13358.26;5415.51;5262.59;0;0;36103.43;1083.1;13358.26;5415.51;5262.59
;11099;092023;B69-E;36103.43;1083.1;13358.26;5415.51;5262.59;0;0;36103.43;1083.1;13358.26;5415.51;5262.59
;11108;092023;B69-E;36103.43;1083.1;10108.96;5415.51;0;0;0;36103.43;1083.1;10469.99;5415.51;0
;11140;092023;B69-E;36103.43;1083.1;10108.96;5415.51;0;0;0;36103.43;1083.1;10108.96;5415.51;0
;11144;092023;B69-E;36103.43;1083.1;10108.96;5415.51;5262.59;12529.98;16706.22;36103.43;1083.1;10108.96;5415.51;5262.59
;11200;092023;B69-E;36103.43;1083.1;11553.09;4332.41;0;0;0;36103.43;1083.1;11553.09;4332.41;0
;11201;092023;D39-E;16240.32;487.21;4709.69;2436.04;3342.25;0;0;16240.32;487.21;4709.69;2436.04;3342.25
;11204;092023;D39-E;16240.32;487.21;5521.7;2436.04;3455.93;0;0;16240.32;487.21;5521.7;2436.04;3455.93
;11209;092023;D39-E;16240.32;487.21;5846.51;2354.84;3967.24;0;0;16240.32;487.21;5846.51;2354.84;3967.24
;11210;092023;D39-E;16240.32;487.21;6008.91;2436.04;3524.14;0;0;16240.32;487.21;6008.91;2436.04;3524.14
;11214;092023;C54-E;24214.29;726.43;7506.42;3632.14;0;12181.48;16241.56;24214.29;726.43;7506.42;3632.14;0
;11215;092023;C54-E;24214.29;726.43;7264.28;3632.14;5017.19;0;0;24214.29;726.43;7264.28;3632.14;5017.19
;11217;092023;D39-E;16240.32;487.21;4547.28;2436.04;3327.9;0;0;16240.32;487.21;4547.28;2436.04;3327.9
;11218;092023;D39-E;16240.32;487.21;5196.9;2436.04;3410.46;0;0;16240.32;487.21;5196.9;2436.04;3410.46
;11223;092023;D39-E;16240.32;487.21;4547.28;2436.04;0;0;0;16240.32;487.21;4547.28;2436.04;0
;11225;092023;A69-E;36103.43;1083.1;14802.4;5415.51;5262.59;0;0;36103.43;1083.1;14802.4;5415.51;5262.59
;11229;092023;D39-E;16240.32;487.21;6171.32;2436.04;3546.88;0;0;16240.32;487.21;6171.32;2436.04;3546.88
;11236;092023;C54-E;24214.29;726.43;6780;3632.14;0;0;0;24214.29;726.43;6780;3632.14;0
;11237;092023;A69-E;36103.43;1083.1;11192.06;5415.51;5262.59;0;0;36103.43;1083.1;11192.06;5415.51;5262.59
;11238;092023;C54-E;24214.29;726.43;6780;3390;4915.5;0;0;24214.29;726.43;6780;3390;4915.5
;11239;092023;C54-E;24214.29;726.43;6537.85;3632.14;4923.88;0;0;24214.29;726.43;6537.85;3632.14;4923.88
;11240;092023;C54-E;24214.29;726.43;6780;3632.14;4949.4;0;0;24214.29;726.43;6780;3632.14;4949.4
;11257;092023;D39-E;16240.32;487.21;4547.28;2354.84;3316.53;0;0;16240.32;487.21;4547.28;2354.84;3316.53
;11258;092023;D39-E;16240.32;487.21;4547.28;2436.04;3327.9;0;0;16240.32;487.21;4547.28;2436.04;3327.9
;11265;092023;D39-E;16240.32;487.21;4547.28;2436.04;3327.9;0;0;16240.32;487.21;4547.28;2436.04;3327.9
;11268;092023;C54-E;24214.29;726.43;6780;3632.14;0;0;0;24214.29;726.43;6780;3632.14;0
;11275;092023;A69-E;36103.43;1083.1;11914.13;5415.51;5262.59;0;0;36103.43;1083.1;11914.13;5415.51;5262.59
;11279;092023;D39-E;16240.32;487.21;6008.91;2436.04;3524.14;0;0;16240.32;487.21;6008.91;2436.04;3524.14
;11289;092023;C54-E;24214.29;726.43;7022.14;3632.14;0;0;0;24214.29;726.43;7022.14;3632.14;0
;11298;092023;D39-E;16240.32;487.21;4872.09;2436.04;0;0;0;16240.32;487.21;4872.09;2436.04;0
;11306;092023;D39-E;16240.32;487.21;4709.69;2436.04;3350.63;0;0;16240.32;487.21;4709.69;2436.04;3350.63
;11308;092023;D39-E;16240.32;487.21;6008.91;2436.04;3532.52;0;0;16240.32;487.21;6008.91;2436.04;3532.52
;11311;092023;C54-E;24214.29;726.43;6780;3632.14;5175.6;0;0;24214.29;726.43;6780;3632.14;5175.6
;11313;092023;D39-E;16240.32;487.21;6171.32;2436.04;3546.88;0;0;16240.32;487.21;6171.32;2436.04;3546.88
;11315;092023;C54-E;24214.29;726.43;6780;3632.14;4949.4;0;0;24214.29;726.43;6780;3632.14;4949.4
;11316;092023;D39-E;16240.32;487.21;4547.28;2354.84;3316.53;0;0;16240.32;487.21;4547.28;2354.84;3316.53
;11326;092023;D39-E;16240.32;487.21;4547.28;2436.04;0;0;0;16240.32;487.21;4547.28;2436.04;0
;11336;092023;C54-E;24214.29;726.43;6780;3632.14;4949.4;0;0;24214.29;726.43;7022.14;3632.14;4983.3
;11337;092023;E24-E;10892.27;326.77;3812.29;1633.84;2341.5;0;0;10892.27;326.77;3812.29;1633.84;2341.5
;11341;092023;D39-E;16240.32;487.21;4547.28;2436.04;3103.24;0;0;16240.32;487.21;4547.28;2436.04;3103.24
;11343;092023;B69-E;36103.43;1083.1;10469.99;5415.51;0;0;0;36103.43;1083.1;10469.99;5415.51;0
;11344;092023;C54-E;24214.29;726.43;6780;3632.14;0;0;0;24214.29;726.43;6780;3632.14;0
;11357;092023;C54-E;24214.29;726.43;6780;3632.14;0;0;0;24214.29;726.43;6780;3632.14;0
;11362;092023;C54-E;24214.29;726.43;7022.14;3632.14;0;0;0;24214.29;726.43;7022.14;3632.14;0
;11363;092023;C54-E;24214.29;726.43;7022.14;3632.14;4991.68;0;0;24214.29;726.43;7022.14;3632.14;4991.68
;11366;092023;E24-E;10892.27;326.77;3049.83;1633.84;0;0;0;10892.27;326.77;3049.83;1633.84;0
;11367;092023;E24-E;10892.27;326.77;3049.83;1633.84;2234.76;0;0;10892.27;326.77;3049.83;1633.84;2052.46
;11370;092023;C54-E;24214.29;726.43;6537.85;3632.14;0;11703.57;0;24214.29;726.43;6537.85;3632.14;0
;11373;092023;E24-E;10892.27;326.77;3049.83;1633.84;2226.37;0;0;10892.27;326.77;3049.83;1633.84;2226.37
;11377;092023;E24-E;10892.27;326.77;4030.13;1633.84;0;0;0;10892.27;326.77;4030.13;1633.84;0
;11378;092023;D39-E;16240.32;487.21;5196.9;2436.04;3425.24;0;0;16240.32;487.21;5196.9;2436.04;3425.24
;11381;092023;E24-E;10892.27;326.77;3049.83;1633.84;2234.76;0;0;10892.27;326.77;3049.83;1633.84;2234.76
;11382;092023;D39-E;16240.32;487.21;4222.48;2436.04;3282.42;0;0;16240.32;487.21;4222.48;2436.04;3282.42
;11391;092023;C54-E;24214.29;726.43;6780;3632.14;4957.78;0;0;24214.29;726.43;6780;3632.14;4957.78
;11398;092023;C54-E;24214.29;726.43;7506.42;3632.14;5059.48;0;0;24214.29;726.43;7506.42;3632.14;5059.48
;11409;092023;D39-E;16240.32;487.21;4872.09;2436.04;0;0;0;16240.32;487.21;4872.09;2436.04;0
;11412;092023;C54-E;24214.29;726.43;6780;2663.57;4822.18;0;0;24214.29;726.43;6780;2663.57;4822.18
;11414;092023;E24-E;10892.27;326.77;3049.83;1633.84;2234.76;0;0;10892.27;326.77;3049.83;1633.84;2234.76
;11419;092023;C54-E;24214.29;726.43;8475;3632.14;0;0;0;24214.29;726.43;8475;3632.14;0
;11423;092023;C54-E;24214.29;726.43;7748.57;3632.14;0;0;0;24214.29;726.43;7748.57;3632.14;0
;11436;092023;B69-E;36103.43;1083.1;10831.02;5415.51;0;0;0;36103.43;1083.1;10831.02;5415.51;0
;11437;092023;D39-E;16240.32;487.21;5034.49;2354.84;3384.74;0;0;16240.32;487.21;5034.49;2354.84;3384.74
;11439;092023;C54-E;24214.29;726.43;6780;3632.14;0;0;0;24214.29;726.43;6780;3632.14;0
;11452;092023;D39-E;16240.32;487.21;4547.28;2436.04;3327.9;0;0;16240.32;487.21;4547.28;2436.04;3327.9
;11455;092023;C54-E;24214.29;726.43;6780;3632.14;4949.4;0;0;24214.29;726.43;6780;3632.14;4949.4
;11459;092023;E24-E;10892.27;326.77;3049.83;1633.84;2234.76;0;0;10892.27;326.77;3049.83;1633.84;2234.76
;11462;092023;C54-E;24214.29;726.43;7506.42;0;0;0;0;24214.29;726.43;7506.42;0;0
;11477;092023;E24-E;10892.27;326.77;2723.06;1633.84;2189.01;0;0;10892.27;326.77;2723.06;1633.84;2189.01
;11514;092023;E24-E;10892.27;326.77;3049.83;1633.84;2234.76;0;0;10892.27;326.77;3049.83;1633.84;2234.76
;11520;092023;E24-E;10892.27;326.77;3376.6;1633.84;2280.5;0;0;10892.27;326.77;3376.6;1633.84;2280.5
;11527;092023;E24-E;10892.27;326.77;3049.83;1633.84;2234.76;0;0;10892.27;326.77;3049.83;1633.84;2234.76
;11529;092023;E24-E;10892.27;326.77;3049.83;1633.84;2234.76;6045.82;6975.73;10892.27;326.77;3049.83;1633.84;2234.76
;11531;092023;E24-E;10892.27;326.77;3049.83;1470.45;2211.88;0;0;10892.27;326.77;3049.83;1470.45;2211.88
;11540;092023;E24-E;10892.27;326.77;3376.6;1633.84;2280.5;0;0;10892.27;326.77;3376.6;1633.84;2280.5
;11546;092023;B69-E;36103.43;1083.1;12636.2;5415.51;0;0;0;36103.43;1083.1;12636.2;5415.51;0
;11556;092023;A69-E;36103.43;1083.1;10469.99;5415.51;0;0;0;36103.43;1083.1;10469.99;5415.51;0
;11559;092023;D39-E;16240.32;487.21;5684.11;2436.04;3487.05;0;0;16240.32;487.21;5684.11;2436.04;3487.05
;11567;092023;C54-E;24214.29;726.43;6537.85;3632.14;0;0;0;24214.29;726.43;6537.85;3632.14;0
;11569;092023;C54-E;24214.29;726.43;6780;3632.14;0;0;0;24214.29;726.43;6780;3632.14;0
;11606;092023;D39-E;16240.32;487.21;4872.09;2436.04;4229.65;0;0;16240.32;487.21;4872.09;2436.04;4229.65
;11607;092023;A69-E;36103.43;1083.1;12275.16;4873.96;0;0;0;36103.43;1083.1;12275.16;4873.96;0
;11614;092023;D39-E;16240.32;487.21;5846.51;2436.04;3595.17;0;0;16240.32;487.21;5846.51;2436.04;3595.17
;11616;092023;C54-E;24214.29;726.43;9927.85;3632.14;5928.84;12529.98;16706.22;24214.29;726.43;9927.85;3632.14;5262.59
;11617;092023;D39-E;16240.32;487.21;5521.7;2436.04;0;0;0;16240.32;487.21;5521.7;2436.04;0
;11625;092023;B69-E;36103.43;1083.1;10108.96;5415.51;5262.59;0;0;36103.43;1083.1;10108.96;5415.51;5262.59
;11627;092023;D39-E;16240.32;487.21;4547.28;2030.04;3271.06;0;0;16240.32;487.21;4547.28;2030.04;3271.06
;11633;092023;D39-E;16240.32;487.21;4384.88;1705.23;3412.29;0;0;16240.32;487.21;4384.88;1705.23;3412.29
;11635;092023;D39-E;16240.32;487.21;4547.28;0;0;0;0;16240.32;487.21;4547.28;0;0
;11638;092023;C54-E;24214.29;726.43;9201.43;3632.14;5015.68;0;0;24214.29;726.43;9201.43;3632.14;5015.68
;11643;092023;D39-E;16240.32;487.21;5846.51;2436.04;3530.96;0;0;16240.32;487.21;5846.51;2436.04;3530.96
;11651;092023;D39-E;16240.32;487.21;4222.48;2436.04;0;7795.35;10393.54;16240.32;487.21;4222.48;2436.04;0
;11657;092023;C54-E;24214.29;726.43;7990.71;3632.14;0;0;0;24214.29;726.43;7990.71;3632.14;0
;11664;092023;C54-E;24214.29;726.43;7022.14;3632.14;4983.3;0;0;24214.29;726.43;7022.14;3632.14;4983.3
;11671;092023;E24-E;10892.27;326.77;3049.83;1633.84;2234.76;0;0;10892.27;326.77;3049.83;1633.84;2234.76
;11675;092023;E24-E;10892.27;326.77;4139.06;1633.84;2636.11;0;0;10892.27;326.77;4139.06;1633.84;2636.11
;11681;092023;E24-E;10892.27;326.77;3049.83;1633.84;2059.87;0;0;10892.27;326.77;3049.83;1633.84;2059.87
;11686;092023;C54-E;24214.29;726.43;6780;3390;0;0;0;24214.29;726.43;6780;3390;0
;11697;092023;E24-E;10892.27;326.77;3921.21;1633.84;2348.37;0;0;10892.27;326.77;3921.21;1633.84;2348.37
;11698;092023;D39-E;16240.32;487.21;5196.9;2436.04;0;0;0;16240.32;487.21;5196.9;2436.04;0
;11699;092023;E24-E;10892.27;326.77;3812.29;1633.84;2341.5;0;0;10892.27;326.77;3812.29;1633.84;2341.5
;11701;092023;E24-E;10892.27;326.77;3049.83;1633.84;2234.76;0;0;10892.27;326.77;3049.83;1633.84;2234.76
;11702;092023;E24-E;10892.27;326.77;3049.83;1633.84;2234.76;0;0;10892.27;326.77;3049.83;1633.84;2234.76
;11705;092023;E24-E;10892.27;326.77;3049.83;1633.84;2234.76;0;0;10892.27;326.77;3049.83;1633.84;2234.76
;11717;092023;E24-E;10892.27;326.77;3049.83;1633.84;0;0;0;10892.27;326.77;3049.83;1633.84;0
;11718;092023;E24-E;10892.27;326.77;3049.83;1633.84;2226.37;0;0;10892.27;326.77;3049.83;1633.84;2226.37
;11728;092023;E24-E;10892.27;326.77;3049.83;1633.84;2234.76;0;0;10892.27;326.77;3049.83;1633.84;2234.76
;11729;092023;E24-E;10892.27;326.77;3049.83;1633.84;0;0;0;10892.27;326.77;3049.83;1633.84;0
;11739;092023;E24-E;10892.27;326.77;3049.83;1633.84;2234.76;0;0;10892.27;326.77;3049.83;1633.84;2234.76
;11743;092023;E24-E;10892.27;326.77;4030.13;1633.84;2363.62;0;0;10892.27;326.77;4030.13;1633.84;2363.62
;11750;092023;E24-E;10892.27;326.77;3049.83;1633.84;0;0;0;10892.27;326.77;3049.83;1633.84;0
;11752;092023;B69-E;36103.43;1083.1;10469.99;0;0;0;0;36103.43;1083.1;10469.99;0;0
;11759;092023;E24-E;10892.27;326.77;3049.83;1633.84;2234.76;0;0;10892.27;326.77;3049.83;1633.84;2234.76
;11763;092023;D39-E;16240.32;487.21;4872.09;2436.04;3481.7;0;0;16240.32;487.21;5034.49;2436.04;3504.44
;11770;092023;E24-E;10892.27;326.77;3049.83;1633.84;2234.76;0;0;10892.27;326.77;3049.83;1633.84;2234.76
;11773;092023;D39-E;16240.32;487.21;5359.3;2436.04;3433.2;0;0;16240.32;487.21;5359.3;2436.04;3433.2
;11778;092023;E24-E;10892.27;326.77;3049.83;1633.84;0;0;0;10892.27;326.77;3049.83;1633.84;0
;11781;092023;E24-E;10892.27;326.77;2940.91;1633.84;2219.51;6004.43;6927.96;10892.27;326.77;3049.83;1633.84;2234.76
;11787;092023;D39-E;16240.32;487.21;4384.88;2436.04;0;0;0;16240.32;487.21;4384.88;2436.04;0
;11797;092023;D39-E;16240.32;487.21;5196.9;2436.04;3410.46;0;0;16240.32;487.21;5196.9;2436.04;3410.46
;11840;092023;E24-E;10892.27;326.77;2940.91;1633.84;2219.51;0;0;10892.27;326.77;2940.91;1633.84;2219.51
;11845;092023;E24-E;10892.27;326.77;2940.91;1633.84;2219.51;0;0;10892.27;326.77;2940.91;1633.84;2219.51
;11859;092023;A69-E;36103.43;1083.1;9747.92;5415.51;5262.59;0;0;36103.43;1083.1;9747.92;5415.51;5262.59
;11860;092023;C54-E;24214.29;726.43;7264.28;3632.14;0;0;0;24214.29;726.43;7264.28;3632.14;0
;11863;092023;B69-E;36103.43;1083.1;9747.92;5415.51;5262.59;0;0;36103.43;1083.1;9747.92;5415.51;5262.59
;11865;092023;D39-E;16240.32;487.21;4547.28;2436.04;0;0;0;16240.32;487.21;4709.69;2436.04;0
;11868;092023;C54-E;24214.29;726.43;6537.85;3632.14;0;0;0;24214.29;726.43;6537.85;3632.14;0
;11873;092023;D39-E;16240.32;487.21;4384.88;2436.04;0;0;0;16240.32;487.21;4384.88;2436.04;0
;11875;092023;C54-E;24214.29;726.43;7264.28;3632.14;0;0;0;24214.29;726.43;7264.28;3632.14;0
;11878;092023;E24-E;10892.27;326.77;2940.91;1579.37;2211.88;0;0;10892.27;326.77;2940.91;1579.37;2211.88
;11879;092023;E24-E;10892.27;326.77;3594.44;1633.84;0;0;0;10892.27;326.77;3594.44;1633.84;0
;11880;092023;C54-E;24214.29;726.43;6780;3632.14;0;0;0;24214.29;726.43;6780;3632.14;0
;11887;092023;E24-E;10892.27;326.77;2940.91;1415.99;0;0;0;10892.27;326.77;2940.91;1415.99;0
;11889;092023;E24-E;10892.27;326.77;3049.83;1633.84;2234.76;0;0;10892.27;326.77;3049.83;1633.84;2234.76
;11890;092023;E24-E;10892.27;326.77;2940.91;1633.84;2211.13;0;0;10892.27;326.77;2940.91;1633.84;2211.13
;11900;092023;B69-E;36103.43;1083.1;11553.09;5415.51;5262.59;0;0;36103.43;1083.1;11553.09;5415.51;5262.59
;11907;092023;D39-E;16240.32;487.21;4384.88;2436.04;0;0;0;16240.32;487.21;4384.88;2436.04;0
;11908;092023;C54-E;24214.29;726.43;6537.85;3632.14;4706.08;0;0;24214.29;726.43;6537.85;3632.14;4706.08
;11914;092023;D39-E;16240.32;487.21;5034.49;2436.04;3396.11;0;0;16240.32;487.21;5034.49;2436.04;3396.11
;11920;092023;C54-E;24214.29;726.43;7748.57;3632.14;0;0;0;24214.29;726.43;7748.57;3632.14;0
;11922;092023;D39-E;16240.32;487.21;4547.28;2436.04;3327.9;0;0;16240.32;487.21;4547.28;2436.04;3327.9
;11925;092023;D39-E;16240.32;487.21;4384.88;2436.04;3305.16;0;0;16240.32;487.21;4384.88;2436.04;3305.16
;11927;092023;E24-E;10892.27;326.77;3812.29;1633.84;2333.12;0;0;10892.27;326.77;3812.29;1633.84;2333.12
;11928;092023;E24-E;10892.27;326.77;2831.99;1633.84;2195.88;0;0;10892.27;326.77;2831.99;1633.84;1968.79
;11929;092023;E24-E;10892.27;326.77;2940.91;1633.84;2211.13;0;0;10892.27;326.77;2940.91;1633.84;2211.13
;11930;092023;A69-E;36103.43;1083.1;11553.09;5415.51;5262.59;0;0;36103.43;1083.1;11553.09;5415.51;5262.59
;11939;092023;C54-E;24214.29;726.43;6537.85;3632.14;4923.88;0;0;24214.29;726.43;6537.85;3632.14;4923.88
;11952;092023;D39-E;16240.32;487.21;5034.49;2436.04;3396.11;0;0;16240.32;487.21;5034.49;2436.04;3396.11
;11953;092023;B69-E;36103.43;1083.1;11192.06;5415.51;0;0;0;36103.43;1083.1;11192.06;5415.51;0
;11954;092023;D39-E;16240.32;487.21;4872.09;2354.84;3362;0;0;16240.32;487.21;4872.09;2354.84;3362
;11958;092023;E24-E;10892.27;326.77;2940.91;1198.14;2158.51;5838.86;6736.86;10892.27;326.77;2940.91;1198.14;2158.51
;11971;092023;D39-E;16240.32;487.21;4709.69;2436.04;3396.83;0;0;16240.32;487.21;4872.09;2436.04;3419.56
;11972;092023;D39-E;16240.32;487.21;4384.88;2436.04;0;0;0;16240.32;487.21;4384.88;2436.04;0
;11976;092023;D39-E;16240.32;487.21;4384.88;2436.04;0;0;0;16240.32;487.21;4384.88;2436.04;0
;11982;092023;C54-E;24214.29;726.43;6537.85;0;0;0;0;24214.29;726.43;6537.85;0;0
;11994;092023;C54-E;24214.29;726.43;6537.85;3390;0;0;0;24214.29;726.43;6537.85;3390;0
;11995;092023;D39-E;16240.32;487.21;4384.88;2436.04;0;0;0;16240.32;487.21;4384.88;2436.04;0
;12002;092023;C54-E;24214.29;726.43;8475;3632.14;0;0;0;24214.29;726.43;8475;3632.14;0
;12003;092023;E24-E;10892.27;326.77;2940.91;326.76;2036.52;0;0;10892.27;326.77;2940.91;326.76;2036.52
;12014;092023;C54-E;24214.29;726.43;6537.85;3632.14;0;0;0;24214.29;726.43;6537.85;3632.14;0
;12015;092023;C54-E;24214.29;726.43;6537.85;3632.14;0;0;0;24214.29;726.43;6537.85;3632.14;0
;12019;092023;C54-E;24214.29;726.43;7022.14;3632.14;5262.59;0;0;24214.29;726.43;7022.14;3632.14;5262.59
;12021;092023;C54-E;24214.29;726.43;8232.85;3632.14;5262.59;0;0;24214.29;726.43;8232.85;3632.14;5262.59
;12025;092023;C54-E;24214.29;726.43;7506.42;3632.14;5051.09;0;0;24214.29;726.43;7506.42;3632.14;5051.09
;12028;092023;D39-E;16240.32;487.21;4547.28;2436.04;0;0;0;16240.32;487.21;4547.28;2436.04;0
;12032;092023;D39-E;16240.32;487.21;4547.28;2436.04;3327.9;0;0;16240.32;487.21;4547.28;2436.04;3327.9
;12034;092023;D39-E;16240.32;487.21;5196.9;2436.04;0;0;0;16240.32;487.21;5196.9;2436.04;0
;12043;092023;D39-E;16240.32;487.21;4709.69;2436.04;3350.63;0;0;16240.32;487.21;4709.69;2436.04;3350.63
;12054;092023;D39-E;16240.32;487.21;4872.09;2436.04;3364.99;0;0;16240.32;487.21;4872.09;2436.04;3364.99
;12056;092023;C54-E;24214.29;726.43;6053.57;0;4339.2;0;0;24214.29;726.43;6053.57;0;4339.2
;12058;092023;D39-E;16240.32;487.21;5196.9;2436.04;0;0;0;16240.32;487.21;5196.9;2436.04;0
;12060;092023;E24-E;10892.27;326.77;2940.91;1633.84;2211.13;0;0;10892.27;326.77;2940.91;1633.84;2211.13
